"data","kernel","sample_size","time_took","RMSE","MAE"
"abalone","Matern(length_scale=1.1, nu = 2.5)",80,0.000334108333333333,10.377744585,9.9
"abalone","Matern(length_scale=1.1, nu = 2.5)",320,0.00159565,9.713392816,9.225
"abalone","Matern(length_scale=1.1, nu = 2.5)",560,0.0046569,10.52683645,9.985714286
"abalone","Matern(length_scale=1.1, nu = 2.5)",800,0.0104858666666667,10.44341898,9.995
"abalone","Matern(length_scale=1.1, nu = 2.5)",1040,0.0193123333333333,10.51701917,10.00769231
"abalone","Matern(length_scale=1.1, nu = 2.5)",1280,0.0327639166666667,10.30644195,9.865625
"abalone","Matern(length_scale=1.1, nu = 2.5)",1520,0.0409039666666667,10.26401481,9.828947368
"abalone","Matern(length_scale=1.1, nu = 2.5)",1760,0.0545650166666667,10.47930862,9.984090909
"abalone","Matern(length_scale=1.1, nu = 2.5)",2000,0.0708760666666667,10.33469883,9.87
"abalone","Matern(length_scale=1.1, nu = 2.5)",2240,0.0941800333333333,10.52344322,10
"abalone","Matern(length_scale=1.1, nu = 2.5)",2480,0.114848766666667,10.321972665,9.806451613
"abalone","Matern(length_scale=1.1, nu = 2.5)",2720,0.142191283333333,10.48850912,9.992647059
"abalone","Matern(length_scale=1.1, nu = 2.5)",2960,0.172717,10.52744162,10
"abalone","Matern(length_scale=1.1, nu = 2.5)",3200,0.211034133333333,10.44682966,9.91875
"abalone","Matern(length_scale=1.1, nu=1.5)",80,0.000318483333333333,9.886651482,9.05
"abalone","Matern(length_scale=1.1, nu=1.5)",320,0.00153095,10.57236965,10.15
"abalone","Matern(length_scale=1.1, nu=1.5)",560,0.00452511666666667,10.72746808,10.19285714
"abalone","Matern(length_scale=1.1, nu=1.5)",800,0.00994871666666667,10.45920647,9.945
"abalone","Matern(length_scale=1.1, nu=1.5)",1040,0.01864605,10.57446125,10.08846154
"abalone","Matern(length_scale=1.1, nu=1.5)",1280,0.0323626833333333,10.2602661,9.803125
"abalone","Matern(length_scale=1.1, nu=1.5)",1520,0.0406826166666667,10.41734384,9.889473684
"abalone","Matern(length_scale=1.1, nu=1.5)",1760,0.05383385,10.42135046,9.9
"abalone","Matern(length_scale=1.1, nu=1.5)",2000,0.0701108166666667,10.34611038,9.844
"abalone","Matern(length_scale=1.1, nu=1.5)",2240,0.0927413666666667,10.37674254,9.848214286
"abalone","Matern(length_scale=1.1, nu=1.5)",2480,0.113116775,10.378770955,9.875806452
"abalone","Matern(length_scale=1.1, nu=1.5)",2720,0.139974016666667,10.35282002,9.848529412
"abalone","Matern(length_scale=1.1, nu=1.5)",2960,0.17004845,10.26704252,9.806756757
"abalone","Matern(length_scale=1.1, nu=1.5)",3200,0.207719583333333,10.40847011,9.92125
"abalone","RationalQuadratic(alpha=0.1,  length_scale=1)",80,0.00307706666666667,2.2335264425,1.816146284
"abalone","RationalQuadratic(alpha=0.1,  length_scale=1)",320,0.04100855,2.317520327,1.739011922
"abalone","RationalQuadratic(alpha=0.1,  length_scale=1)",560,0.13872835,2.096666431,1.478221486
"abalone","RationalQuadratic(alpha=0.1,  length_scale=1)",800,0.290846666666667,2.263125717,1.607241505
"abalone","RationalQuadratic(alpha=0.1,  length_scale=1)",1040,0.414626116666667,2.165622515,1.517816127
"abalone","RationalQuadratic(alpha=0.1,  length_scale=1)",1280,0.580056408333333,2.0025195785,1.466937257
"abalone","RationalQuadratic(alpha=0.1,  length_scale=1)",1520,0.691876383333333,2.427117234,1.651920983
"abalone","RationalQuadratic(alpha=0.1,  length_scale=1)",1760,0.897461166666667,2.078425912,1.479637743
"abalone","RationalQuadratic(alpha=0.1,  length_scale=1)",2000,1.09742975,2.224397172,1.586708088
"abalone","RationalQuadratic(alpha=0.1,  length_scale=1)",2240,1.67892505,2.262539595,1.563139495
"abalone","RationalQuadratic(alpha=0.1,  length_scale=1)",2480,1.98788831666667,2.157006429,1.497459974
"abalone","RationalQuadratic(alpha=0.1,  length_scale=1)",2720,2.43136111666667,2.174190323,1.548797096
"abalone","RationalQuadratic(alpha=0.1,  length_scale=1)",2960,2.86859731666667,2.082430551,1.480198147
"abalone","RationalQuadratic(alpha=0.1,  length_scale=1)",3200,3.50507848333333,2.155266328,1.525032657
"abalone","RationalQuadratic(alpha=0.1, length_scale=0.5)",80,0.00281295,2.9414523645,2.225790661
"abalone","RationalQuadratic(alpha=0.1, length_scale=0.5)",320,0.0317874,2.78908002,1.991492562
"abalone","RationalQuadratic(alpha=0.1, length_scale=0.5)",560,0.107060916666667,2.434891483,1.653102013
"abalone","RationalQuadratic(alpha=0.1, length_scale=0.5)",800,0.257818716666667,2.05987654,1.496130819
"abalone","RationalQuadratic(alpha=0.1, length_scale=0.5)",1040,0.3798372,2.348165344,1.61018305
"abalone","RationalQuadratic(alpha=0.1, length_scale=0.5)",1280,0.505842491666667,2.342348729,1.646834611
"abalone","RationalQuadratic(alpha=0.1, length_scale=0.5)",1520,0.606899983333333,2.155849978,1.489510892
"abalone","RationalQuadratic(alpha=0.1, length_scale=0.5)",1760,0.8180983,2.248087204,1.579733281
"abalone","RationalQuadratic(alpha=0.1, length_scale=0.5)",2000,1.12912456666667,2.142781707,1.53293982
"abalone","RationalQuadratic(alpha=0.1, length_scale=0.5)",2240,1.62845443333333,2.259945699,1.601449762
"abalone","RationalQuadratic(alpha=0.1, length_scale=0.5)",2480,1.82070891666667,2.267160847,1.518436826
"abalone","RationalQuadratic(alpha=0.1, length_scale=0.5)",2720,2.29290606666667,2.173336062,1.563051316
"abalone","RationalQuadratic(alpha=0.1, length_scale=0.5)",2960,2.78491225,2.228802849,1.562209223
"abalone","RationalQuadratic(alpha=0.1, length_scale=0.5)",3200,3.2893962,2.101273102,1.512999375
"abalone","RationalQuadratic(alpha=2,length_scale=0.5)",80,0.00288186666666667,2.2977218375,1.7063228905
"abalone","RationalQuadratic(alpha=2,length_scale=0.5)",320,0.03993415,2.681823438,1.751296152
"abalone","RationalQuadratic(alpha=2,length_scale=0.5)",560,0.13806855,2.45484812,1.744837429
"abalone","RationalQuadratic(alpha=2,length_scale=0.5)",800,0.296815466666667,2.257572983,1.56416354
"abalone","RationalQuadratic(alpha=2,length_scale=0.5)",1040,0.402422933333333,2.229573492,1.629317905
"abalone","RationalQuadratic(alpha=2,length_scale=0.5)",1280,0.54496035,2.3270122525,1.6826695535
"abalone","RationalQuadratic(alpha=2,length_scale=0.5)",1520,0.68678975,2.368014328,1.630990634
"abalone","RationalQuadratic(alpha=2,length_scale=0.5)",1760,0.9023602,2.168445112,1.496033016
"abalone","RationalQuadratic(alpha=2,length_scale=0.5)",2000,1.26354153333333,2.222705829,1.580239866
"abalone","RationalQuadratic(alpha=2,length_scale=0.5)",2240,1.54058698333333,2.276415484,1.585207695
"abalone","RationalQuadratic(alpha=2,length_scale=0.5)",2480,1.90863823333333,2.204625208,1.518145262
"abalone","RationalQuadratic(alpha=2,length_scale=0.5)",2720,2.63466218333333,2.161320852,1.549370703
"abalone","RationalQuadratic(alpha=2,length_scale=0.5)",2960,3.12230463333333,2.078927456,1.471864941
"abalone","RationalQuadratic(alpha=2,length_scale=0.5)",3200,3.80426151666667,2.178843921,1.520076421
"abalone","RBF(length_scale=0.1)",80,0.000687641666666667,4.4349093465,3.00037447
"abalone","RBF(length_scale=0.1)",320,0.00113618333333333,10.55521198,10.1375
"abalone","RBF(length_scale=0.1)",560,0.00328063333333333,10.25566046,9.807142857
"abalone","RBF(length_scale=0.1)",800,0.00749461666666667,10.2396289,9.75
"abalone","RBF(length_scale=0.1)",1040,0.0140115333333333,10.42242405,10.07307692
"abalone","RBF(length_scale=0.1)",1280,0.02572655,10.70876282,10.06875
"abalone","RBF(length_scale=0.1)",1520,0.0339198666666667,10.40382015,9.892105263
"abalone","RBF(length_scale=0.1)",1760,0.05036965,10.44368012,9.897727273
"abalone","RBF(length_scale=0.1)",2000,0.0670641666666667,10.37034233,9.818
"abalone","RBF(length_scale=0.1)",2240,0.0870512166666667,10.38757843,9.858928571
"abalone","RBF(length_scale=0.1)",2480,0.106117791666667,10.53748699,10.00806452
"abalone","RBF(length_scale=0.1)",2720,0.131361633333333,10.59578162,10.05
"abalone","RBF(length_scale=0.1)",2960,0.159530916666667,10.38105082,9.906756757
"abalone","RBF(length_scale=0.1)",3200,0.195968916666667,10.42011276,9.94375
"abalone","RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)",80,0.00621009166666667,2.5306843035,1.813241221
"abalone","RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)",320,0.004183,10.28773542,9.9375
"abalone","RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)",560,0.0126917,10.64022019,10.07142857
"abalone","RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)",800,0.0248353666666667,10.78540681,10.225
"abalone","RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)",1040,0.0341993666666667,10.48405383,9.992307692
"abalone","RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)",1280,0.0460236666666667,10.307384185,9.859375
"abalone","RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)",1520,0.05816045,10.44194477,9.955263158
"abalone","RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)",1760,0.0764370166666667,10.59470279,10.02045455
"abalone","RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)",2000,0.0969872166666667,10.49666614,9.984
"abalone","RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)",2240,0.123260683333333,10.27288386,9.767857143
"abalone","RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)",2480,0.149383341666667,10.47932008,10.02580645
"abalone","RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)",2720,0.182347433333333,10.494116,9.952941176
"abalone","RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)",2960,0.218931783333333,10.31595458,9.835135135
"abalone","RBF(length_scale=0.1) * RationalQuadratic(alpha=0.1, length_scale=0.5)",3200,0.266089883333333,10.40474651,9.94375
"abalone","RBF(length_scale=1)",80,0.000190316666666667,10.15381702,9.5
"abalone","RBF(length_scale=1)",320,0.0011289,9.8836987,9.5125
"abalone","RBF(length_scale=1)",560,0.00329608333333333,10.25949038,9.914285714
"abalone","RBF(length_scale=1)",800,0.00736623333333333,10.60330137,10.1
"abalone","RBF(length_scale=1)",1040,0.0139460166666667,10.58663889,10.04615385
"abalone","RBF(length_scale=1)",1280,0.0257976583333333,10.467197975,9.934375
"abalone","RBF(length_scale=1)",1520,0.0337932833333333,10.59555518,10.08421053
"abalone","RBF(length_scale=1)",1760,0.05009785,10.33297898,9.847727273
"abalone","RBF(length_scale=1)",2000,0.0673147666666667,10.30795809,9.87
"abalone","RBF(length_scale=1)",2240,0.0867944666666667,10.41856173,9.932142857
"abalone","RBF(length_scale=1)",2480,0.106257483333333,10.295196125,9.830645161
"abalone","RBF(length_scale=1)",2720,0.131175216666667,10.40595135,9.941176471
"abalone","RBF(length_scale=1)",2960,0.1595411,10.53032943,9.971621622
"abalone","RBF(length_scale=1)",3200,0.196159633333333,10.29223008,9.855
"airplane","Matern(length_scale=1.1, nu=1.5)",80,0.000188766666666667,0.942378357,0.702156744
"airplane","Matern(length_scale=1.1, nu=1.5)",880,0.0123633,1.020902066,0.72702703
"airplane","Matern(length_scale=1.1, nu=1.5)",1680,0.0472065,0.987329145,0.648322683
"airplane","Matern(length_scale=1.1, nu=1.5)",2480,0.111367333333333,0.88160397,0.647879361
"airplane","Matern(length_scale=1.1, nu=1.5)",3280,0.213858016666667,1.070682588,0.68883318
"airplane","Matern(length_scale=1.1, nu=1.5)",4080,0.363958116666667,0.955940646,0.612826354
"airplane","Matern(length_scale=1.1, nu=1.5)",4880,0.576446533333333,1.054739132,0.625820892
"airplane","Matern(length_scale=1.1, nu=1.5)",5680,0.867253716666667,0.939274137,0.622101722
"airplane","Matern(length_scale=1.1, nu=1.5)",6480,1.25133155,0.970194963,0.619467744
"airplane","Matern(length_scale=1.1, nu=1.5)",7280,1.73717711666667,0.96616809,0.631090279
"airplane","Matern(length_scale=1.1, nu=1.5)",8080,2.3398023,0.988266104,0.654442655
"airplane","Matern(length_scale=1.1, nu=1.5)",8880,3.0635295,1.023449646,0.650635366
"airplane","Matern(length_scale=1.1, nu=1.5)",9680,3.9296472,0.98659091,0.663604741
"airplane","Matern(length_scale=1.1, nu=1.5)",10480,4.93699225,1.022935458,0.655778365
"airplane","Matern(length_scale=1.1, nu=1.5)",11280,6.08858861666667,0.991193943,0.650546165
"airplane","Matern(length_scale=1.1, nu=1.5)",12080,7.4267878,1.003913292,0.645998264
"airplane","Matern(length_scale=1.1, nu=1.5)",12880,8.96125013333333,0.982641319,0.652137932
"airplane","Matern(length_scale=1.1, nu=1.5)",13680,10.66832055,1.016633062,0.641369752
"airplane","Matern(length_scale=1.1, nu=1.5)",14480,12.591261,0.987191413,0.666380849
"airplane","Matern(length_scale=1.1, nu=1.5)",15280,14.7166897,0.960654692,0.649132806
"airplane","Matern(length_scale=1.1, nu=1.5)",16080,17.1108692666667,0.958019694,0.676365524
"airplane","Matern(length_scale=1.1, nu=1.5)",16880,19.7188844333333,0.977712087,0.652677453
"airplane","Matern(length_scale=1.1, nu=1.5)",17680,22.55633195,0.971905899,0.65267936
"airplane","Matern(length_scale=1.1, nu=2.5)",80,0.000205866666666667,1.122789446,0.595571925
"airplane","Matern(length_scale=1.1, nu=2.5)",880,0.0130343166666667,0.937386654,0.674759169
"airplane","Matern(length_scale=1.1, nu=2.5)",1680,0.04842505,0.97602605,0.692262205
"airplane","Matern(length_scale=1.1, nu=2.5)",2480,0.113321933333333,1.007434281,0.632492489
"airplane","Matern(length_scale=1.1, nu=2.5)",3280,0.217289966666667,1.0462911,0.71721986
"airplane","Matern(length_scale=1.1, nu=2.5)",4080,0.369247666666667,0.975604537,0.662262509
"airplane","Matern(length_scale=1.1, nu=2.5)",4880,0.583794116666667,0.97295016,0.645120286
"airplane","Matern(length_scale=1.1, nu=2.5)",5680,0.876555266666667,0.981164788,0.669889948
"airplane","Matern(length_scale=1.1, nu=2.5)",6480,1.2647747,0.921392065,0.652083715
"airplane","Matern(length_scale=1.1, nu=2.5)",7280,1.75536016666667,1.005555339,0.641957245
"airplane","Matern(length_scale=1.1, nu=2.5)",8080,2.36134375,1.035988179,0.650330124
"airplane","Matern(length_scale=1.1, nu=2.5)",8880,3.0904619,0.966477167,0.659320781
"airplane","Matern(length_scale=1.1, nu=2.5)",9680,3.9607728,1.02864063,0.672692317
"airplane","Matern(length_scale=1.1, nu=2.5)",10480,4.97286263333333,0.969159014,0.644361171
"airplane","Matern(length_scale=1.1, nu=2.5)",11280,6.13021253333333,0.971242762,0.646333495
"airplane","Matern(length_scale=1.1, nu=2.5)",12080,7.4752629,1.013470008,0.660778222
"airplane","Matern(length_scale=1.1, nu=2.5)",12880,9.01446771666667,0.942515906,0.66322635
"airplane","Matern(length_scale=1.1, nu=2.5)",13680,10.7314236666667,0.99992995,0.667884135
"airplane","Matern(length_scale=1.1, nu=2.5)",14480,12.6622403,1.024882779,0.668265089
"airplane","Matern(length_scale=1.1, nu=2.5)",15280,14.7950063166667,0.980613861,0.644451506
"airplane","Matern(length_scale=1.1, nu=2.5)",16080,17.1995483666667,0.939876273,0.656590434
"airplane","Matern(length_scale=1.1, nu=2.5)",16880,19.81062635,0.972068747,0.66424692
"airplane","RationalQuadratic(alpha=0.1",80,0.000338675,1.319744325,0.765862074
"airplane","RationalQuadratic(alpha=0.1",880,0.0257652583333333,1.026042125,0.730387126
"airplane","RationalQuadratic(alpha=0.1",1680,0.0648748083333333,0.955690237,0.729881754
"airplane","RationalQuadratic(alpha=0.1",2480,0.139650825,0.9877163395,0.689815492
"airplane","RationalQuadratic(alpha=0.1",3280,0.2609114,1.0449206205,0.618114935
"airplane","RationalQuadratic(alpha=0.1",4080,0.459553608333333,0.958845892,0.609642007
"airplane","RationalQuadratic(alpha=0.1",4880,0.719167158333333,0.9944347025,0.677889083
"airplane","RationalQuadratic(alpha=0.1",5680,9.15617963333333,0.9621904665,0.60193825
"airplane","RationalQuadratic(alpha=0.1",6480,13.132086925,0.972967294,0.599368447
"airplane","RationalQuadratic(alpha=0.1",7280,17.6866669916667,0.9265320885,0.606629778
"airplane","RationalQuadratic(alpha=0.1",8080,25.0218121166667,0.972581716,0.586637655
"airplane","RationalQuadratic(alpha=0.1",8880,31.607409175,0.943316949,0.604372616
"airplane","RationalQuadratic(alpha=0.1",9680,40.5113197833333,0.941994556,0.620911222
"airplane","RationalQuadratic(alpha=0.1",10480,53.0351580333333,0.9458280645,0.611186352
"airplane","RationalQuadratic(alpha=0.1",11280,58.3084088416667,0.986765489,0.608479423
"airplane","RationalQuadratic(alpha=0.1",12080,70.9513846666667,0.933168993,0.632662037
"airplane","RationalQuadratic(alpha=0.1",12880,84.6828884833333,0.9366291935,0.619258
"airplane","RationalQuadratic(alpha=0.1",13680,103.985503216667,0.931736273,0.592662834
"airplane","RationalQuadratic(alpha=0.1",14480,119.55837245,0.9341335965,0.594967806
"airplane","RationalQuadratic(alpha=0.1",15280,135.980759308333,0.9147257555,0.637199127
"airplane","RationalQuadratic(alpha=0.1, length_scale=0.5)",80,0.000313466666666667,0.7474100725,0.535272455
"airplane","RationalQuadratic(alpha=0.1, length_scale=0.5)",880,0.0252650666666667,0.996243331,0.676443001
"airplane","RationalQuadratic(alpha=0.1, length_scale=0.5)",1680,0.0635214916666667,0.9792261315,0.574370848
"airplane","RationalQuadratic(alpha=0.1, length_scale=0.5)",2480,0.136770391666667,1.0374884355,0.69381418
"airplane","RationalQuadratic(alpha=0.1, length_scale=0.5)",3280,0.255359575,0.961399752,0.63742939
"airplane","RationalQuadratic(alpha=0.1, length_scale=0.5)",4080,0.429097941666667,1.0309346875,0.620125758
"airplane","RationalQuadratic(alpha=0.1, length_scale=0.5)",4880,0.669690941666667,1.035408029,0.678226055
"airplane","RationalQuadratic(alpha=0.1, length_scale=0.5)",5680,0.992619066666667,1.053606895,0.68759675
"airplane","RationalQuadratic(alpha=0.1, length_scale=0.5)",6480,1.415231025,0.9955466895,0.643098696
"airplane","RationalQuadratic(alpha=0.1, length_scale=0.5)",7280,1.9425457,1.0225068775,0.675879037
"airplane","RationalQuadratic(alpha=0.1, length_scale=0.5)",8080,2.594168775,1.0018075,0.637008671
"airplane","RationalQuadratic(alpha=0.1, length_scale=0.5)",8880,3.37052746666667,0.990503524,0.642989685
"airplane","RationalQuadratic(alpha=0.1, length_scale=0.5)",9680,4.29487021666667,1.016027086,0.653273018
"airplane","RationalQuadratic(alpha=0.1, length_scale=0.5)",10480,5.36425591666667,0.988811377,0.665878462
"airplane","RationalQuadratic(alpha=0.1, length_scale=0.5)",11280,6.58216154166667,0.9841186925,0.643965718
"airplane","RationalQuadratic(alpha=0.1, length_scale=0.5)",12080,7.99766551666667,0.943011211,0.640185368
"airplane","RationalQuadratic(alpha=0.1, length_scale=0.5)",12880,9.60578030833333,0.995567938,0.673704934
"airplane","RationalQuadratic(alpha=0.1, length_scale=0.5)",13680,11.3967173333333,0.952666939,0.64343799
"airplane","RationalQuadratic(alpha=0.1, length_scale=0.5)",14480,13.40792075,0.957706285,0.640232571
"airplane","RationalQuadratic(alpha=0.1, length_scale=0.5)",15280,15.62833715,0.976072192,0.638498359
"airplane","RationalQuadratic(alpha=0.1, length_scale=1)",80,0.000338675,1.319744325,0.765862074
"airplane","RationalQuadratic(alpha=0.1, length_scale=1)",880,0.0257652583333333,1.026042125,0.730387126
"airplane","RationalQuadratic(alpha=0.1, length_scale=1)",1680,0.0648748083333333,0.955690237,0.729881754
"airplane","RationalQuadratic(alpha=0.1, length_scale=1)",2480,0.139650825,0.9877163395,0.689815492
"airplane","RationalQuadratic(alpha=0.1, length_scale=1)",3280,0.2609114,1.0449206205,0.618114935
"airplane","RationalQuadratic(alpha=0.1, length_scale=1)",4080,0.459553608333333,0.958845892,0.609642007
"airplane","RationalQuadratic(alpha=0.1, length_scale=1)",4880,0.719167158333333,0.9944347025,0.677889083
"airplane","RationalQuadratic(alpha=0.1, length_scale=1)",5680,9.15617963333333,0.9621904665,0.60193825
"airplane","RationalQuadratic(alpha=0.1, length_scale=1)",6480,13.132086925,0.972967294,0.599368447
"airplane","RationalQuadratic(alpha=0.1, length_scale=1)",7280,17.6866669916667,0.9265320885,0.606629778
"airplane","RationalQuadratic(alpha=0.1, length_scale=1)",8080,25.0218121166667,0.972581716,0.586637655
"airplane","RationalQuadratic(alpha=0.1, length_scale=1)",8880,31.607409175,0.943316949,0.604372616
"airplane","RationalQuadratic(alpha=0.1, length_scale=1)",9680,40.5113197833333,0.941994556,0.620911222
"airplane","RationalQuadratic(alpha=0.1, length_scale=1)",10480,53.0351580333333,0.9458280645,0.611186352
"airplane","RationalQuadratic(alpha=0.1, length_scale=1)",11280,58.3084088416667,0.986765489,0.608479423
"airplane","RationalQuadratic(alpha=0.1, length_scale=1)",12080,70.9513846666667,0.933168993,0.632662037
"airplane","RationalQuadratic(alpha=0.1, length_scale=1)",12880,84.6828884833333,0.9366291935,0.619258
"airplane","RationalQuadratic(alpha=0.1, length_scale=1)",13680,103.985503216667,0.931736273,0.592662834
"airplane","RationalQuadratic(alpha=0.1, length_scale=1)",14480,119.55837245,0.9341335965,0.594967806
